0A1vvE0N,http://www.betexplorer.com/hockey/asia/asia-league-2017-2018/nikko-ice-bucks-oji-eagles/0A1vvE0N/,hockey,asia-league-2017-2018,2017,4,3,2018,6:00,Nikko Ice Bucks,Oji Eagles,2,1,'0:0, 1:1, 1:0'
0A1vvE0N,http://www.betexplorer.com/hockey/asia/asia-league-2017-2018/nikko-ice-bucks-oji-eagles/0A1vvE0N/,hockey,asia-league-2017-2018,2017,4,3,2018,6:00,Nikko Ice Bucks,Oji Eagles,2,1,'0:0, 1:1, 1:0'
